source;target;correlation
3-(2-hydroxyphenyl)propanoic acid;l-glutamic gamma-semialdehyde;0.19173514431384986
3-(2-hydroxyphenyl)propanoic acid;uric acid;-0.42389955950768204
3-(2-hydroxyphenyl)propanoic acid;adenine;-0.20840589015228414
3-(2-hydroxyphenyl)propanoic acid;deoxyinosine;0.021489121220377973
3-(2-hydroxyphenyl)propanoic acid;guanine;0.590172286484037
3-(2-hydroxyphenyl)propanoic acid;sulfate;-0.24663480514034816
3-(2-hydroxyphenyl)propanoic acid;hypoxanthine;0.3249256038581579
3-(2-hydroxyphenyl)propanoic acid;inosine;0.6593760290589863
3-(2-hydroxyphenyl)propanoic acid;d-galactose;-0.1510661519600744
3-(2-hydroxyphenyl)propanoic acid;alpha-d-glucose;-0.11318746992224085
3-(2-hydroxyphenyl)propanoic acid;sucrose;-0.2684637655682566
3-(2-hydroxyphenyl)propanoic acid;taurine;0.02791769574318105
3-(2-hydroxyphenyl)propanoic acid;acetylphosphate;0.1350726410073464
phenylacetylglutamine;l-phenylalanine;-0.04206087482221687
phenylacetylglutamine;phenylacetic acid;-0.09084577576248033
phenylacetylglutamine;putrescine;-0.00917163576721004
phenylacetylglutamine;gamma-glutamylcysteine;0.06393621912535744
phenylacetylglutamine;pyroglutamic acid;-0.05436059041066441
phenylacetylglutamine;l-cysteine;-0.21235848748770933
phenylacetylglutamine;quinate;0.05238083153603604
phenylacetylglutamine;l-2,4-diaminobutyric acid;-0.02107970178992646
phenylacetylglutamine;glyceric acid;0.2875380188807901
phenylacetylglutamine;choline;-0.24290474403453807
phenylacetylglutamine;4-acetamidobutanoate;-0.06214051579079502
phenylacetylglutamine;2-oxoarginine;0.17592079077818956
phenylacetylglutamine;l-glutamic gamma-semialdehyde;-0.20443727318037103
phenylacetylglutamine;uric acid;0.33762809352562334
phenylacetylglutamine;adenine;0.32980535546623085
phenylacetylglutamine;deoxyinosine;-0.3677246822982102
phenylacetylglutamine;guanine;-0.25976649675980107
phenylacetylglutamine;sulfate;0.16953754012041236
phenylacetylglutamine;hypoxanthine;-0.375558852794244
phenylacetylglutamine;inosine;-0.25090892257569275
phenylacetylglutamine;d-galactose;0.18172106976662464
phenylacetylglutamine;alpha-d-glucose;0.04742047641808998
phenylacetylglutamine;sucrose;-0.2456556353982399
phenylacetylglutamine;taurine;0.15530809550570082
phenylacetylglutamine;acetylphosphate;0.18293634395256364
l-phenylalanine;phenylacetic acid;0.45268174330513533
l-phenylalanine;putrescine;0.19558180728164604
l-phenylalanine;gamma-glutamylcysteine;0.08033591663158036
l-phenylalanine;pyroglutamic acid;0.18225994130640186
l-phenylalanine;l-cysteine;-0.26983393628838126
l-phenylalanine;quinate;0.37521599848863585
l-phenylalanine;l-2,4-diaminobutyric acid;0.9745089225129921
l-phenylalanine;glyceric acid;0.21091977164561898
l-phenylalanine;choline;-0.27786926867248374
l-phenylalanine;4-acetamidobutanoate;0.28542654347119845
l-phenylalanine;2-oxoarginine;0.2704393748853123
l-phenylalanine;l-glutamic gamma-semialdehyde;0.3221771965039734
l-phenylalanine;uric acid;-0.21506800145166882
l-phenylalanine;adenine;-0.036783517257763375
l-phenylalanine;deoxyinosine;-0.39638518342860724
l-phenylalanine;guanine;0.11419633167342153
l-phenylalanine;sulfate;0.1811856278938304
l-phenylalanine;hypoxanthine;0.368069179148849
l-phenylalanine;inosine;0.2675808430927332
l-phenylalanine;d-galactose;0.04840007028573144
l-phenylalanine;alpha-d-glucose;0.0982858709798985
l-phenylalanine;sucrose;-0.131036916700778
l-phenylalanine;taurine;0.1773457835123505
l-phenylalanine;acetylphosphate;-0.0722636521336704
phenylacetic acid;putrescine;0.1061031098197542
phenylacetic acid;gamma-glutamylcysteine;-0.1736177104843969
phenylacetic acid;pyroglutamic acid;0.16359916247101955
