source;target;correlation
l-threonine;guanine;-0.6934986100834362
l-threonine;sulfate;-0.1563387325944223
l-threonine;hypoxanthine;0.18060443720874933
l-threonine;inosine;-0.2562482278699216
l-threonine;d-mannose;-0.1762909443742484
l-threonine;d-galactose;-0.26596365106924647
l-threonine;alpha-d-glucose;-0.29370996354806744
l-threonine;sucrose;-0.30047023620998164
l-threonine;taurine;0.3608018266626081
l-threonine;acetylphosphate;-0.08164152948119413
2-isopropylmalic acid;l-tyrosine;0.24497473998842278
2-isopropylmalic acid;succinic acid;0.48332998389752024
2-isopropylmalic acid;3-(2-hydroxyphenyl)propanoic acid;-0.2864851066386095
2-isopropylmalic acid;phenylacetylglutamine;-0.08271957204339347
2-isopropylmalic acid;l-phenylalanine;0.08522983607280393
2-isopropylmalic acid;phenylacetic acid;-0.1396290553682
2-isopropylmalic acid;putrescine;0.13801042654977744
2-isopropylmalic acid;gamma-glutamylcysteine;-0.45892460344517905
2-isopropylmalic acid;pyroglutamic acid;0.26093442377547504
2-isopropylmalic acid;l-cysteine;0.3672101210879421
2-isopropylmalic acid;quinate;0.13299365831497106
2-isopropylmalic acid;l-2,4-diaminobutyric acid;0.35542211493297793
2-isopropylmalic acid;glyceric acid;-0.41444925183612413
2-isopropylmalic acid;choline;0.008176336800740622
2-isopropylmalic acid;4-acetamidobutanoate;0.24760290458235854
2-isopropylmalic acid;2-oxoarginine;0.12202312975469036
2-isopropylmalic acid;l-glutamic gamma-semialdehyde;-0.22428133939188818
2-isopropylmalic acid;uric acid;-0.014564975554027176
2-isopropylmalic acid;adenine;-0.16485388060200004
2-isopropylmalic acid;deoxyinosine;0.37481187835474133
2-isopropylmalic acid;guanine;0.1724602520475631
2-isopropylmalic acid;sulfate;0.1988924529862453
2-isopropylmalic acid;hypoxanthine;0.4459837490837417
2-isopropylmalic acid;inosine;-0.18582469434550888
2-isopropylmalic acid;d-mannose;-0.09340175539213211
2-isopropylmalic acid;d-galactose;-0.04070834885357112
2-isopropylmalic acid;alpha-d-glucose;-0.17412402396041546
2-isopropylmalic acid;sucrose;-0.11891109399444871
2-isopropylmalic acid;taurine;0.26905043262875444
2-isopropylmalic acid;acetylphosphate;0.19235556346372976
l-tyrosine;succinic acid;0.27749957511050644
l-tyrosine;3-(2-hydroxyphenyl)propanoic acid;0.13437389668605462
l-tyrosine;phenylacetylglutamine;-0.18233809454503824
l-tyrosine;l-phenylalanine;0.39687115478343815
l-tyrosine;phenylacetic acid;0.29351250471972745
l-tyrosine;putrescine;0.06078389727068432
l-tyrosine;gamma-glutamylcysteine;-0.0946998923606058
l-tyrosine;pyroglutamic acid;0.5583236991837481
l-tyrosine;l-cysteine;-0.11547469958114479
l-tyrosine;quinate;0.3491302006158239
l-tyrosine;l-2,4-diaminobutyric acid;0.2851217169602272
l-tyrosine;glyceric acid;0.31590780287978326
l-tyrosine;choline;-0.06575195156062266
l-tyrosine;4-acetamidobutanoate;0.14799581242323426
l-tyrosine;2-oxoarginine;0.0038036791019904837
l-tyrosine;l-glutamic gamma-semialdehyde;0.3596829200200897
l-tyrosine;uric acid;0.18554320656402626
l-tyrosine;adenine;0.2361014731533438
l-tyrosine;deoxyinosine;0.2091654375917261
l-tyrosine;guanine;-0.24515148365738174
l-tyrosine;sulfate;0.12852949413729844
l-tyrosine;hypoxanthine;0.3857451936013996
l-tyrosine;inosine;-0.07860861264980368
l-tyrosine;d-mannose;0.14300228457783618
l-tyrosine;d-galactose;0.10247258594141474
l-tyrosine;alpha-d-glucose;-0.1256449782721944
l-tyrosine;sucrose;0.0613218233313018
l-tyrosine;taurine;0.671565018833395
l-tyrosine;acetylphosphate;0.016790895917938625
succinic acid;3-(2-hydroxyphenyl)propanoic acid;-0.07162185370238916
succinic acid;phenylacetylglutamine;0.311721621890775
succinic acid;l-phenylalanine;0.32494483815332514
succinic acid;phenylacetic acid;-0.04509786870634981
succinic acid;putrescine;0.28596814923003333
succinic acid;gamma-glutamylcysteine;-0.5501628730250554
succinic acid;pyroglutamic acid;0.46956462241698427
succinic acid;l-cysteine;-0.19653713048001004
succinic acid;quinate;0.33299223173305526
succinic acid;l-2,4-diaminobutyric acid;0.6419951214797281
succinic acid;glyceric acid;0.06551062525503333
succinic acid;choline;-0.15336882251845582
succinic acid;4-acetamidobutanoate;-0.00340969508447449
succinic acid;2-oxoarginine;-0.1759621084790469
succinic acid;l-glutamic gamma-semialdehyde;0.19045001312432153
succinic acid;uric acid;-0.19302927884289153
succinic acid;adenine;-0.16095025436969568
succinic acid;deoxyinosine;0.21690833685158978
succinic acid;guanine;0.16168860363250476
succinic acid;sulfate;0.005641742384182364
succinic acid;hypoxanthine;0.5181117765965396
succinic acid;inosine;0.08462561995192287
succinic acid;d-mannose;-0.12240572824536496
succinic acid;d-galactose;-0.053625676763573056
succinic acid;alpha-d-glucose;-0.04415451751827321
succinic acid;sucrose;-0.1706987538162195
succinic acid;taurine;0.5573895709711554
succinic acid;acetylphosphate;0.1169777819197747
3-(2-hydroxyphenyl)propanoic acid;phenylacetylglutamine;-0.3091139557500933
3-(2-hydroxyphenyl)propanoic acid;l-phenylalanine;0.2583920900042677
3-(2-hydroxyphenyl)propanoic acid;phenylacetic acid;0.07506155740359517
3-(2-hydroxyphenyl)propanoic acid;putrescine;-0.39514113025305064
3-(2-hydroxyphenyl)propanoic acid;gamma-glutamylcysteine;0.25553539179845425
3-(2-hydroxyphenyl)propanoic acid;pyroglutamic acid;0.14340212957638565
3-(2-hydroxyphenyl)propanoic acid;l-cysteine;-0.5775494302131358
3-(2-hydroxyphenyl)propanoic acid;quinate;0.03209815782743658
3-(2-hydroxyphenyl)propanoic acid;l-2,4-diaminobutyric acid;0.49638419942215595
3-(2-hydroxyphenyl)propanoic acid;glyceric acid;0.3750376264731172
3-(2-hydroxyphenyl)propanoic acid;choline;-0.5275561441857081
3-(2-hydroxyphenyl)propanoic acid;4-acetamidobutanoate;-0.21488902768634963
3-(2-hydroxyphenyl)propanoic acid;2-oxoarginine;-0.28987922075578604
3-(2-hydroxyphenyl)propanoic acid;l-glutamic gamma-semialdehyde;0.37170663002659415
3-(2-hydroxyphenyl)propanoic acid;uric acid;-0.09845858268468527
3-(2-hydroxyphenyl)propanoic acid;adenine;0.024934385928500204
